Joueur;Equipe;Statut;Position;Age;ELC_Saisons;Salaire_Reel_Saisons;2026-27;2027-28;2028-29;2029-30;2030-31
Hayden, John;SEA;;C,RW;31.0;;;850000;UFA;0;0;0
Ottavainen, Ville;SEA;;RD;24.0;;;850000;RFA;0;0;0
Avon, Jon-Randall;SEA;;C,LW;23.0;;;850000;RFA;0;0;0
Roed, Lleyton;SEA;;LW;24.0;;;850000;RFA;0;0;0
Morrison, Logan;SEA;;C;24.0;;;850000;RFA;0;0;0
Veleno, Joseph;SEA;;C,LW;26.0;;;379167;0;0;0;0
Melanson, Jacob;SEA;;RW;23.0;;;RFA;0;0;0;0
Seppala, Peetro;SEA;;D;26.0;;;RFA;0;0;0;0
undefined, undefined;SEA;;;;;;;;;;
Karlsson, Erik;SJS;;RD;36.0;;2026-27;11500000;0;0;0;0
Nurse, Darnell;SJS;;LD;31.0;;;9250000;9250000;9250000;9250000;UFA
Trouba, Jacob;SJS;;RD;32.0;;;8250000;8250000;8250000;8250000;UFA
Hertl, Tomas;SJS;;C,LW;32.0;;2026-27|2027-28|2028-29|2029-30;8137500;8137500;8137500;8137500;0
Couture, Logan;SJS;;C,LW;37.0;;;8000000;UFA;0;0;0
Marchment, Mason;SJS;;LW,C;31.0;;;6750000;6750000;6750000;6750000;6750000
Orlov, Dmitry;SJS;;LD,RD;35.0;;;6500000;UFA;0;0;0
Toffoli, Tyler;SJS;;RW,LW;34.0;;;6000000;6000000;UFA;0;0
Wennberg, Alexander;SJS;;C,LW;31.0;;;6000000;6000000;6000000;UFA;0
Sherwood, Kiefer;SJS;;RW,LW;31.0;;;5750000;5750000;5750000;5750000;5750000
Kesselring, Michael;SJS;;RD;26.0;;;4500000;4500000;4500000;UFA;0
Graf, Collin;SJS;;RW,C;23.0;;;4250000;4250000;4250000;RFA;0
Goodrow, Barclay;SJS;;C,LW;33.0;;;3641667;UFA;0;0;0
Nedeljkovic, Alex;SJS;;G;30.0;;;3000000;3000000;UFA;0;0
Ostapchuk, Zack;SJS;;C,LW;23.0;;;2350000;2350000;2350000;2350000;UFA
Gaudette, Adam;SJS;;C,RW;29.0;;;2000000;UFA;0;0;0
Askarov, Yaroslav;SJS;;G;24.0;;;2000000;RFA;0;0;0
Jones, Martin;SJS;;G;36.0;;;1666667;0;0;0;0
Dellandrea, Ty;SJS;;C,RW;26.0;;;1625000;1625000;UFA;0;0
Vlasic, Marc-Edouard;SJS;;LD;39.0;;;1166667;0;0;0;0
Comrie, Eric;SJS;;G;31.0;;;1150000;1150000;UFA;0;0
Stenberg, Ivar;SJS;ELC;;18.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Gasseau, Andre;SJS;ELC;C;23.0;2026-27|2027-28;;1050000;1050000;RFA;0;0
Sinn, Phillip;SJS;ELC;;22.0;2026-27|2027-28;;1050000;1050000;RFA;0;0
Pohlkamp, Eric;SJS;ELC;D;22.0;2026-27|2027-28;;1050000;1050000;RFA;0;0
Wetsch, Carson;SJS;ELC;RW;20.0;2026-27|2027-28|2028-29;;997500;997500;997500;RFA;0
Misa, Michael;SJS;ELC;C,LW;19.0;2026-27|2027-28;;986250;986250;RFA;0;0
Celebrini, Macklin;SJS;ELC;C,LW;20.0;2026-27|2027-28|2028-29|2029-30|2030-31;;975000;18800000;18800000;18800000;18800000
Sahlin Wallenius, Leo;SJS;ELC;D;20.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Dickinson, Sam;SJS;ELC;LD;20.0;2026-27|2027-28;;953750;953750;RFA;0;0
Hävelid, Mattias;SJS;ELC;D;22.0;2026-27|2027-28;;952500;952500;RFA;0;0
Smith, Will;SJS;ELC;C,RW;21.0;2026-27;;950000;RFA;0;0;0
Chernyshov, Igor;SJS;ELC;LW;20.0;2026-27|2027-28;;945417;945417;RFA;0;0
Lund, Cameron;SJS;ELC;RW,C;22.0;2026-27;;941667;RFA;0;0;0
Cagnoni, Luca;SJS;ELC;LD;21.0;2026-27;;920000;RFA;0;0;0
Bystedt, Filip;SJS;ELC;C,LW;22.0;2026-27;;918333;RFA;0;0;0
Musty, Quentin;SJS;ELC;LW;21.0;2026-27|2027-28;;909166;909166;RFA;0;0
Barre-Boulet, Alex;SJS;;C,W;29.0;;;875000;875000;UFA;0;0
Giles, Patrick;SJS;;C,RW;26.0;;;875000;875000;UFA;0;0
Allan, Nolan;SJS;;LD;23.0;;;875000;875000;RFA;0;0
Felhaber, Tye;SJS;;LW,C;28.0;;;850000;UFA;0;0;0
Cardwell, Ethan;SJS;;RW,C;23.0;;;850000;RFA;0;0;0
Leason, Brett;SJS;;RW,C;27.0;;;850000;UFA;0;0;0
Huntington, Jimmy;SJS;;C,LW;27.0;;;850000;UFA;0;0;0
Keyser, Kyle;SJS;;G;27.0;;;850000;UFA;0;0;0
Hajek, Libor;SJS;;D;28.0;;;850000;UFA;0;0;0
Kaut, Martin;SJS;;RW;26.0;;;RFA;0;0;0;0
undefined, undefined;SJS;;;;;;;;;;
Thomas, Robert;STL;;C;27.0;;;8125000;8125000;8125000;8125000;8125000
Buchnevich, Pavel;STL;;LW,C;31.0;;;8000000;8000000;8000000;8000000;8000000
Broberg, Philip;STL;;LD;25.0;;;8000000;8000000;8000000;8000000;8000000
Holloway, Dylan;STL;;LW,C;24.0;;;7750000;7750000;7750000;7750000;7750000
McTavish, Mason;STL;;C,LW;23.0;;;7000000;7000000;7000000;7000000;7000000
McMichael, Connor;STL;;C,LW;25.0;;;6750000;6750000;6750000;6750000;6750000
Krug, Torey;STL;;D;35.0;;;6500000;UFA;0;0;0
Parayko, Colton;STL;;RD;33.0;;;6500000;6500000;6500000;6500000;UFA
Fowler, Cam;STL;;LD;34.0;;;6100000;6100000;6100000;UFA;0
Binnington, Jordan;STL;;G;33.0;;;6000000;UFA;0;0;0
Suter, Pius;STL;;C,LW;30.0;;;4125000;UFA;0;0;0
Carlo, Brandon;STL;;RD;29.0;;2026-27;4100000;UFA;0;0;0
Neighbours, Jake;STL;;LW,RW;24.0;;;3750000;RFA;0;0;0
Hofer, Joel;STL;;G;26.0;;;3400000;RFA;0;0;0
Toropchenko, Alexei;STL;;LW,RW;27.0;;;2500000;2500000;UFA;0;0
Johnston, Ross;STL;;LW,RW;32.0;;;2000000;2000000;2000000;UFA;0
Berggren, Jonatan;STL;;RW,LW;26.0;;;2000000;RFA;0;0;0
Drouin, Jonathan;STL;;LW,C;31.0;;;1333333;1333333;0;0;0
Ralph, Colin;STL;ELC;D;20.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Koromyslov, Arseni;STL;ELC;D;22.0;2026-27|2027-28;;1013750;1013750;RFA;0;0
Trudeau, Félix;STL;ELC;;23.0;2026-27|2027-28;;1013750;1013750;RFA;0;0
Gästrin, Milton;STL;ELC;C,LW;19.0;2026-27|2027-28|2028-29;;974167;974167;974167;RFA;0
Carbonneau, Justin;STL;ELC;RW;19.0;2026-27|2027-28|2028-29;;974167;974167;974167;RFA;0
Jecho, Adam;STL;ELC;C,RW;20.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Fischer, Lukas;STL;ELC;D;19.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Susuyev, Nikita;STL;ELC;LW,RW;21.0;2026-27|2027-28;;955000;955000;RFA;0;0
Snuggerud, Jimmy;STL;ELC;RW,LW;22.0;2026-27;;950000;RFA;0;0;0
Kaskimäki, Aleksanteri;STL;ELC;C;22.0;2026-27;;945000;RFA;0;0;0
Robertsson, Simon;STL;ELC;RW;23.0;2026-27;;942500;RFA;0;0;0
Jiříček, Adam;STL;ELC;D;20.0;2026-27|2027-28|2028-29;;941667;941667;941667;RFA;0
Stenberg, Otto;STL;ELC;C,LW;21.0;2026-27|2027-28;;940833;940833;RFA;0;0
Lindstein, Theo;STL;ELC;LD;21.0;2026-27|2027-28;;940833;940833;RFA;0;0
Burns, Quinton;STL;ELC;D;21.0;2026-27|2027-28;;938333;938333;RFA;0;0
Pekarcik, Juraj;STL;ELC;W,C;20.0;2026-27|2027-28;;938333;938333;RFA;0;0
Stancl, Jakub;STL;ELC;LW;21.0;2026-27|2027-28;;936111;936111;RFA;0;0
Tucker, Tyler;STL;;LD;26.0;;;925000;UFA;0;0;0
Buchinger, Michael;STL;ELC;D;22.0;2026-27;;913333;RFA;0;0;0
Dvorský, Dalibor;STL;ELC;C,RW;21.0;2026-27|2027-28;;909166;909166;RFA;0;0
Walker, Nathan;STL;;C,LW;32.0;;;887500;887500;UFA;0;0
Gaudet, Marc-Andre;STL;ELC;D;22.0;2026-27;;877500;RFA;0;0;0
Romanov, Georgii;STL;;G;26.0;;;875000;875000;UFA;0;0
Finley, Jack;STL;;C,RW;23.0;;;875000;875000;RFA;0;0
Rosen, Calle;STL;;D;32.0;;;875000;875000;UFA;0;0
Dube, Dillon;STL;;LW,C;28.0;;;850000;UFA;0;0;0
Mailloux, Logan;STL;;RD;23.0;;;850000;RFA;0;0;0
Sundqvist, Oskar;STL;;C,RW;32.0;;;850000;UFA;0;0;0
Dean, Zach;STL;;C;23.0;;;850000;RFA;0;0;0
Peterson, Dylan;STL;;C,RW;24.0;;;850000;RFA;0;0;0
Cranley, Will;STL;;G;24.0;;;850000;0;0;0;0
Abramov, Mikhail;STL;;C,W;25.0;;;RFA;0;0;0;0
Loof, Leo;STL;;D;24.0;;;RFA;0;0;0;0
undefined, undefined;STL;;;;;;;;;;
Kucherov, Nikita;TBL;;RW;33.0;;;9500000;UFA;0;0;0
Point, Brayden;TBL;;C;30.0;;;9500000;9500000;9500000;9500000;UFA
Vasilevskiy, Andrei;TBL;;G;32.0;;;9500000;9500000;UFA;0;0
Guentzel, Jake;TBL;;LW,C;31.0;;;9000000;9000000;9000000;9000000;9000000
Carlson, John;TBL;;RD;36.0;;;8500000;8500000;UFA;0;0
Hedman, Victor;TBL;;LD;35.0;;;8000000;8000000;8000000;UFA;0
Moser, Janis Jérôme;TBL;;LD,RD;26.0;;;6750000;6750000;6750000;6750000;6750000
Hagel, Brandon;TBL;;LW;27.0;;;6500000;6500000;6500000;6500000;6500000
Cirelli, Anthony;TBL;;C;29.0;;;6250000;6250000;6250000;6250000;6250000
Cernak, Erik;TBL;;RD;29.0;;;5200000;5200000;5200000;5200000;5200000
McDonagh, Ryan;TBL;;LD;37.0;;;4100000;4100000;4100000;UFA;0
Mikheyev, Ilya;TBL;;RW,LW;31.0;;;3850000;3850000;3850000;3850000;UFA
Viel, Jeffrey;TBL;;LW,RW;29.0;;;2500000;2500000;2500000;2500000;2500000
Gourde, Yanni;TBL;;C,LW;34.0;;;2333333;2333333;2333333;2333334;2333334
Holmberg, Pontus;TBL;;C,LW;27.0;;;1550000;UFA;0;0;0
Johansson, Jonas;TBL;;G;30.0;;;1250000;UFA;0;0;0
Goncalves, Gage;TBL;;LW,RW;25.0;;;1200000;RFA;0;0;0
Kralovic, Tomas;TBL;ELC;;20.0;2026-27|2027-28|2028-29;;1007500;1007500;1007500;RFA;0
Rautiainen, Benjamin;TBL;ELC;;21.0;2026-27|2027-28|2028-29;;1007500;1007500;1007500;RFA;0
Meneghin, Harrison;TBL;ELC;G;21.0;2026-27|2027-28;;972500;972500;RFA;0;0
Steen, Noah;TBL;ELC;LW,RW;22.0;2026-27|2027-28;;972500;972500;RFA;0;0
Czata, Ethan;TBL;ELC;C;19.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Allard, Tristan;TBL;ELC;;24.0;2026-27;;947500;RFA;0;0;0
Szturc, Gabriel;TBL;ELC;C,LW;22.0;2026-27;;945000;RFA;0;0;0
Gill, Dyllan;TBL;ELC;D;22.0;2026-27;;945000;RFA;0;0;0
Roelens, Milo;TBL;ELC;C,LW;23.0;2026-27;;945000;RFA;0;0;0
Kurth, Connor;TBL;ELC;F;23.0;2026-27;;945000;RFA;0;0;0
Flinton, Robert;TBL;ELC;LW;23.0;2026-27;;942500;RFA;0;0;0
Duke, Dylan;TBL;ELC;LW,C;23.0;2026-27;;942500;RFA;0;0;0
O'Reilly, Sam;TBL;ELC;C;20.0;2026-27|2027-28|2028-29;;936056;936056;936056;RFA;0
Girgensons, Zemgus;TBL;;LW,C;32.0;;;925000;UFA;0;0;0
Mercuri, Lucas;TBL;ELC;C;24.0;2026-27;;913750;RFA;0;0;0
James, Dominic;TBL;ELC;C,LW;24.0;2026-27;;910000;RFA;0;0;0
Gauthier, Ethan;TBL;ELC;RW;21.0;2026-27|2027-28;;893333;893333;RFA;0;0
Geekie, Conor;TBL;ELC;RW,C;22.0;2026-27;;886666;RFA;0;0;0
D'Astous, Charle-Edouard;TBL;;LD;28.0;;;875000;UFA;0;0;0
Crozier, Maxwell;TBL;;RD;26.0;;;875000;875000;UFA;0;0
Groshev, Maxim;TBL;;LD;24.0;;;875000;875000;RFA;0;0
Pelletier, Jakob;TBL;;LW,C;25.0;;;875000;875000;UFA;0;0
Harkins, Jansen;TBL;;C,LW;29.0;;;850000;UFA;0;0;0
Lilleberg, Emil;TBL;;LD,RD;25.0;;;850000;RFA;0;0;0
Sabourin, Scott;TBL;;RW,LW;34.0;;;850000;UFA;0;0;0
Abruzzese, Nicholas;TBL;;C,LW;27.0;;;850000;UFA;0;0;0
Rodrigue, Olivier;TBL;;G;26.0;;;850000;0;0;0;0
Santini, Steven;TBL;;RD;31.0;;;850000;UFA;0;0;0
Callahan, Michael;TBL;;LD;26.0;;;850000;UFA;0;0;0
Lundmark, Simon;TBL;;D;25.0;;;850000;0;0;0;0
Sogaard, Mads;TBL;;G;25.0;;;850000;0;0;0;0
Hildeby, Dennis;TBL;;G;25.0;;;841667;841667;RFA;0;0
Alnefelt, Hugo;TBL;;G;25.0;;;RFA;0;0;0;0
undefined, undefined;TBL;;;;;;;;;;
Matthews, Auston;TOR;;C;28.0;;;13250000;13250000;UFA;0;0
Nylander, William;TOR;;C,RW;30.0;;;11500000;11500000;11500000;11500000;11500000
Raddysh, Darren;TOR;;RD;30.0;;;8500000;8500000;8500000;8500000;8500000
Knies, Matthew;TOR;;LW,RW;23.0;;;7750000;7750000;7750000;7750000;7750000
Rielly, Morgan;TOR;;LD;32.0;;;7500000;7500000;7500000;7500000;UFA
Bobrovsky, Sergei;TOR;;G;37.0;;;7000000;7000000;7000000;UFA;0
McCabe, Jake;TOR;;LD,RD;32.0;;;4513102;4513102;4513102;4513102;UFA
Tanev, Christopher;TOR;;RD;36.0;;;4500000;4500000;4500000;4500000;UFA
Tavares, John;TOR;;C,LW;35.0;;;4389280;4389280;4389280;UFA;0
Sissons, Colton;TOR;;C,RW;32.0;;;4250000;4250000;UFA;0;0
Roslovic, Jack;TOR;;C,RW;29.0;;;4000000;4000000;UFA;0;0
Stolarz, Anthony;TOR;;G;32.0;;;3750000;3750000;3750000;3750000;UFA
Domi, Max;TOR;;C,LW;31.0;;;3750000;3750000;UFA;0;0
Ekman-Larsson, Oliver;TOR;;LD,RD;35.0;;;3500000;3500000;UFA;0;0
Joshua, Dakota;TOR;;C,LW;30.0;;;3250000;3250000;UFA;0;0
Paul, Nick;TOR;;LW,C;31.0;;;3150000;3150000;3150000;UFA;0
Duhaime, Brandon;TOR;;LW,RW;29.0;;;2600000;2600000;2600000;UFA;0
Blueger, Teddy;TOR;;C;32.0;;;2500000;2500000;UFA;0;0
Andrae, Emil;TOR;;LD,RD;24.0;;;1550000;1550000;RFA;0;0
Lorentz, Steven;TOR;;LW,C;30.0;;;1350000;1350000;UFA;0;0
Stecher, Troy;TOR;;RD;32.0;;;1350000;1350000;UFA;0;0
McKenna, Gavin;TOR;ELC;LW;18.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Koblar, Tinus Luc;TOR;ELC;;19.0;2026-27|2027-28|2028-29;;1028333;1028333;1028333;RFA;0
Hundley, Hayes;TOR;ELC;;21.0;2026-27|2027-28|2028-29;;1010000;1010000;1010000;RFA;0
Borgesi, Vinny;TOR;ELC;;22.0;2026-27|2027-28;;987500;987500;RFA;0;0
Buhr, Brandon;TOR;ELC;;24.0;2026-27;;975000;RFA;0;0;0
Valis, Borya;TOR;ELC;F;22.0;2026-27|2027-28;;972500;972500;RFA;0;0
Smith, Blake;TOR;ELC;;21.0;2026-27|2027-28;;962500;962500;RFA;0;0
Sim, Landon;TOR;ELC;C,RW;22.0;2026-27|2027-28;;955000;955000;RFA;0;0
Haymes, Luke;TOR;ELC;C;23.0;2026-27;;937500;RFA;0;0;0
Danford, Ben;TOR;ELC;RD;20.0;2026-27|2027-28|2028-29;;936056;936056;936056;RFA;0
Holinka, Miroslav;TOR;ELC;C,W;20.0;2026-27|2027-28;;918333;918333;RFA;0;0
Chadwick, Noah;TOR;ELC;D;21.0;2026-27|2027-28;;900556;900556;RFA;0;0
Akhtyamov, Artur;TOR;;G;24.0;;;900000;900000;900000;UFA;0
Cowan, Easton;TOR;ELC;C,LW;21.0;2026-27|2027-28;;900000;900000;RFA;0;0
MacEwen, Zack;TOR;;C,RW;30.0;;;875000;875000;UFA;0;0
Rybinski, Henrik;TOR;;W,C;25.0;;;875000;875000;UFA;0;0
McWard, Cole;TOR;;RD;25.0;;;875000;875000;UFA;0;0
Villeneuve, William;TOR;;RD;24.0;;;875000;875000;RFA;0;0
Hlavaj, Samuel;TOR;;G;25.0;;;850000;RFA;0;0;0
Myers, Philippe;TOR;;RD;29.0;;;850000;UFA;0;0;0
Tverberg, Ryan;TOR;;C,RW;24.0;;;850000;0;0;0;0
Lettieri, Vinni;TOR;;C,RW;31.0;;;850000;UFA;0;0;0
Rifai, Marshall;TOR;;LD;28.0;;;850000;UFA;0;0;0
Quillan, Jacob;TOR;;C,LW;24.0;;;850000;RFA;0;0;0
Webber, Cade;TOR;;D;25.0;;;825000;RFA;0;0;0
Mermis, Dakota;TOR;;LD;32.0;;;812500;UFA;0;0;0
Pezzetta, Michael;TOR;;LW,C;28.0;;;812500;UFA;0;0;0
Groulx, Bo;TOR;;C,LW;26.0;;;812500;UFA;0;0;0
Der-Arguchintsev, Semyon;TOR;;C;25.0;;;RFA;0;0;0;0
Hirvonen, Roni;TOR;;W,C;24.0;;;RFA;0;0;0;0
Niemela, Topi;TOR;;D;24.0;;;RFA;0;0;0;0
undefined, undefined;TOR;;;;;;;;;;
Cooley, Logan;UTA;;C,LW;22.0;;;10000000.0;10000000;10000000;10000000;10000000
Schmaltz, Nick;UTA;;C,LW;30.0;;;8000000.0;8000000;8000000;8000000;8000000
Keller, Clayton;UTA;;RW,LW;28.0;;;7150000.0;7150000;UFA;0;0
Guenther, Dylan;UTA;;RW,LW;23.0;;;7142875.0;7142875;7142875;7142875;7142875
Trocheck, Vincent;UTA;;C,RW;33.0;;;5625000.0;5625000;5625000;UFA;0
Lee, Anders;UTA;;LW;36.0;;;5400000.0;5400000;5400000;UFA;0
Hayton, Barrett;UTA;;C,LW;26.0;;;4775000.0;UFA;0;0;0
Crouse, Lawson;UTA;;LW,RW;29.0;;;4300000.0;UFA;0;0;0
McBain, Jack;UTA;;C,LW;26.0;;;4250000.0;4250000;4250000;4250000;UFA
Stenlund, Kevin;UTA;;C;29.0;;;2750000.0;UFA;0;0;0
Tanev, Brandon;UTA;;LW,RW;34.0;;;2500000.0;2500000;UFA;0;0
Carcone, Michael;UTA;;LW;30.0;;;1750000.0;1750000;UFA;0;0
Yamamoto, Kailer;UTA;;RW,LW;27.0;;;1750000.0;1750000;UFA;0;0
O'Brien, Liam;UTA;;LW,RW;32.0;;;1000000.0;UFA;0;0;0
Sergachev, Mikhail;UTA;;LD;28.0;;;8500000.0;8500000;8500000;8500000;8500000
Weegar, MacKenzie;UTA;;LD,RD;32.0;;;6250000.0;6250000;6250000;6250000;6250000
Marino, John;UTA;;RD;29.0;;;4400000.0;6750000;6750000;6750000;6750000
Schmidt, Nate;UTA;;LD,RD;35.0;;;3500000.0;3500000;UFA;0;0
Peeke, Andrew;UTA;;RD;28.0;;;1000000.0;UFA;0;0;0
DeSimone, Nick;UTA;;RD;31.0;;;1000000.0;1000000;UFA;0;0
Simashev, Dmitri;UTA;ELC;LD,RD;21.0;2026-27|2027-28;;972500.0;972500;RFA;0;0
Vejmelka, Karel;UTA;;G;30.0;;;4750000.0;4750000;4750000;4750000;UFA
Cossa, Sebastian;UTA;;G;23.0;;;2000000.0;2000000;RFA;0;0
Ekman-Larsson, Oliver;UTA;;LD,RD;35.0;;;650000.0;290000;290000;290000;290000
Desnoyers, Caleb;UTA;ELC;C;19.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0
Moroz, Vadim;UTA;ELC;LW,RW;22.0;2026-27|2027-28;;1013750.0;1013750;RFA;0;0
Borikov, Yegor;UTA;ELC;;20.0;2026-27|2027-28|2028-29;;995000.0;995000;995000;RFA;0
But, Daniil;UTA;ELC;LW;21.0;2026-27|2027-28;;972500.0;972500;RFA;0;0
Smith, Gabe;UTA;ELC;C;20.0;2026-27|2027-28|2028-29;;962778.0;962778;962778;RFA;0
Matikka, Miko;UTA;ELC;RW,LW;22.0;2026-27;;945000.0;RFA;0;0;0
Allard, Owen;UTA;ELC;C,LW;22.0;2026-27;;944167.0;RFA;0;0;0
Iginla, Tij;UTA;ELC;LW;20.0;2026-27|2027-28|2028-29;;941667.0;941667;941667;RFA;0
Nordh, Noel;UTA;ELC;LW,RW;21.0;2026-27|2027-28;;935000.0;935000;RFA;0;0
Lipkin, Sam;UTA;ELC;LW,C;23.0;2026-27;;926667.0;RFA;0;0;0
Lutz, Julian;UTA;ELC;W,C;22.0;2026-27;;923333.0;RFA;0;0;0
McCartney, Ben;UTA;;LW,RW;25.0;;;850000.0;0;0;0;0
Roy, Joshua;UTA;;LW;23.0;;;850000.0;RFA;0;0;0
Hebig, Cameron;UTA;;C,W;29.0;;;812500.0;UFA;0;0;0
Biber, Gregor;UTA;ELC;D;20.0;2026-27|2027-28|2028-29;;1002500.0;1002500;1002500;RFA;0
Psenicka, Max;UTA;ELC;;19.0;2026-27|2027-28|2028-29;;997500.0;997500;997500;RFA;0
Lavoie, Tomas;UTA;ELC;D;20.0;2026-27|2027-28|2028-29;;965000.0;965000;965000;RFA;0
Duda, Artyom;UTA;ELC;D;22.0;2026-27;;950000.0;RFA;0;0;0
Goldsmith, Terrell;UTA;ELC;D;21.0;2026-27|2027-28;;936111.0;936111;RFA;0;0
Lamoureux, Maveric;UTA;ELC;RD;22.0;2026-27;;886666.0;RFA;0;0;0
Jones, Zachary;UTA;;LD;25.0;;;875000.0;875000;UFA;0;0
Onyebuchi, Montana;UTA;;D;26.0;;;850000.0;UFA;0;0;0
Hrabal, Michael;UTA;ELC;G;21.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0
Stauber, Jaxson;UTA;;G;27.0;;;850000.0;UFA;0;0;0
undefined, undefined;UTA;;;;;;;;;;
Pettersson, Elias;VAN;;C,LW;27.0;;;11600000.0;11600000;11600000;11600000;11600000
Boeser, Brock;VAN;;RW,LW;29.0;;;7250000.0;7250000;7250000;7250000;7250000
DeBrusk, Jake;VAN;;LW,RW;29.0;;;5500000.0;5500000;5500000;5500000;5500000
Rossi, Marco;VAN;;C;24.0;;;5000000.0;5000000;RFA;0;0
Chytil, Filip;VAN;;C;26.0;;;4437500.0;UFA;0;0;0
Gallagher, Brendan;VAN;;RW;34.0;;2026-27;6500000.0;UFA;0;0;0
O'Connor, Drew;VAN;;LW,RW;28.0;;;2500000.0;UFA;0;0;0
Karlsson, Linus;VAN;;RW,C;26.0;;;2250000.0;2250000;UFA;0;0
Cotter, Paul;VAN;;LW,C;26.0;;;2150000.0;UFA;0;0;0
Sasson, Max;VAN;;C,LW;25.0;;;1000000.0;1000000;UFA;0;0
Cootes, Braeden;VAN;ELC;C;19.0;2026-27|2027-28|2028-29;;974167.0;974167;974167;RFA;0
Lekkerimaki, Jonathan;VAN;ELC;RW;22.0;2026-27;;918333.0;RFA;0;0;0
Öhgren, Liam;VAN;ELC;LW;22.0;2026-27;;886666.0;RFA;0;0;0
Räty, Aatu;VAN;;C;23.0;;;850000.0;RFA;0;0;0
Hronek, Filip;VAN;;RD;28.0;;;7250000.0;7250000;7250000;7250000;7250000
Oleksiak, Jamie;VAN;;LD,RD;33.0;;;5000000.0;5000000;UFA;0;0
Schenn, Luke;VAN;;RD;36.0;;;2250000.0;UFA;0;0;0
Mancini, Victor;VAN;;RD;24.0;;;1000000.0;1000000;RFA;0;0
Willander, Tom;VAN;ELC;RD;21.0;2026-27|2027-28;;972500.0;972500;RFA;0;0
Buium, Zeev;VAN;ELC;LD;20.0;2026-27;;966667.0;RFA;0;0;0
Demko, Thatcher;VAN;;G;30.0;;;8500000.0;8500000;8500000;UFA;0
Lankinen, Kevin;VAN;;G;31.0;;;4500000.0;4500000;4500000;4500000;UFA
Ekman-Larsson, Oliver;VAN;;LD,RD;35.0;;;4766667.0;2126667;2126667;2126667;2126667
Myers, Tyler;VAN;;RD;36.0;;2026-27;3000000.0;0;0;0;0
Novotný, Adam;VAN;ELC;LW,RW;18.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0
Patterson, Riley;VAN;ELC;C;20.0;2026-27|2027-28|2028-29;;956667.0;956667;956667;RFA;0
Safonov, Ilya;VAN;;C;25.0;;;950000.0;RFA;0;0;0
Chiarot, Gabe;VAN;ELC;;19.0;2026-27|2027-28|2028-29;;950000.0;950000;950000;RFA;0
Ravinskis, Anri;VAN;ELC;;23.0;2026-27;;947500.0;RFA;0;0;0
Mueller, Ty;VAN;ELC;C;23.0;2026-27;;945000.0;RFA;0;0;0
Alriksson, Vilmer;VAN;ELC;LW,C;21.0;2026-27|2027-28;;931667.0;931667;RFA;0;0
Thomas, Akil;VAN;;C,W;26.0;;;900000.0;UFA;0;0;0
Fix-Wolansky, Trey;VAN;;RW;27.0;;;900000.0;UFA;0;0;0
MacEachern, MacKenzie;VAN;;LW;32.0;;;850000.0;UFA;0;0;0
Stienburg, Matthew;VAN;;C;25.0;;;850000.0;0;0;0;0
Wouters, Chase;VAN;;C;26.0;;;850000.0;UFA;0;0;0
Bains, Arshdeep;VAN;;LW;25.0;;;850000.0;0;0;0;0
Mynio, Sawyer;VAN;ELC;D;21.0;2026-27|2027-28;;906666.0;906666;RFA;0;0
Brisebois, Guillaume;VAN;;D;29.0;;;900000.0;UFA;0;0;0
Kudryavtsev, Kirill;VAN;ELC;LD;22.0;2026-27;;900000.0;RFA;0;0;0
Schuldt, Jimmy;VAN;;D;31.0;;;850000.0;UFA;0;0;0
Thompson, Jack;VAN;;RD;24.0;;;850000.0;0;0;0;0
Clayton, Cole;VAN;;D;26.0;;;850000.0;UFA;0;0;0
Medvedev, Aleksei;VAN;ELC;G;18.0;2026-27|2027-28|2028-29;;965000.0;965000;965000;RFA;0
Koskenvuo, Aku;VAN;ELC;G;23.0;2026-27;;925000.0;RFA;0;0;0
Young, Ty;VAN;ELC;G;21.0;2026-27;;900000.0;RFA;0;0;0
Tolopilo, Nikita;VAN;;G;26.0;;;850000.0;UFA;0;0;0
undefined, undefined;VAN;;;;;;;;;;
Eichel, Jack;VGK;;C;29.0;;;13500000;13500000;13500000;13500000;13500000
Marner, Mitch;VGK;;RW,C;29.0;;;12000000;12000000;12000000;12000000;12000000
Stone, Mark;VGK;;RW;34.0;;;9500000;UFA;0;0;0
Pietrangelo, Alex;VGK;;D;36.0;;;8800000;UFA;0;0;0
Andersson, Rasmus;VGK;;RD;29.0;;;8500000;8500000;8500000;8500000;8500000
Hertl, Tomas;VGK;;C,LW;32.0;;2026-27|2027-28|2028-29|2029-30;8137500;8137500;8137500;8137500;UFA
Theodore, Shea;VGK;;LD,RD;31.0;;;7425000;7425000;7425000;7425000;7425000
